timestamp,cpu,memory,energy_joules,temperature
2025-06-11 11:43:12.819159,73.7,64.5,3.640996463243103,30.308
2025-06-11 11:43:12.871708,35.0,64.5,3.6474268135668617,31.023
2025-06-11 11:43:12.924067,57.1,64.5,3.6577872159018603,31.023
2025-06-11 11:43:12.976769,30.0,64.5,3.660410771965846,31.194
2025-06-11 11:43:13.029122,68.4,64.5,3.5195924831609786,31.194
2025-06-11 11:43:13.081486,60.0,64.5,3.5223020538569765,30.557
2025-06-11 11:43:13.133913,60.0,64.5,3.6653906838038433,30.557
2025-06-11 11:43:13.186494,70.0,64.5,3.522049330038049,30.775
2025-06-11 11:43:13.242083,76.2,64.6,3.409930209585982,30.775
2025-06-11 11:43:13.294607,30.0,64.6,3.3658716285861536,30.884
2025-06-11 11:43:13.346834,20.0,64.6,3.5336052670785403,29.158
2025-06-11 11:43:13.399023,65.0,64.6,3.7120295860172385,29.158
2025-06-11 11:43:13.451705,15.0,64.6,3.8449657629058156,30.106
2025-06-11 11:43:13.508184,63.6,64.6,3.644673981368568,30.106
2025-06-11 11:43:13.560552,44.4,64.6,3.463313450170585,31.552
2025-06-11 11:43:13.612771,25.0,64.6,3.5920686063796547,31.552
2025-06-11 11:43:13.665142,60.0,64.6,3.63,30.2
2025-06-11 11:43:13.717619,25.0,64.6,3.6100596757502585,30.2
2025-06-11 11:43:13.769828,40.0,64.6,3.3990124180751984,30.246
2025-06-11 11:43:13.822003,21.1,64.6,3.3453586122109176,29.889
2025-06-11 11:43:13.874168,35.0,64.6,3.4310724331704607,29.889
2025-06-11 11:43:13.926411,15.0,64.6,3.540719590900184,30.448
2025-06-11 11:43:13.978605,57.9,64.6,3.6435353118562457,30.448
2025-06-11 11:43:14.031011,23.8,64.6,3.7388005385818173,30.93
2025-06-11 11:43:14.083410,55.6,64.6,3.588272244195992,30.93
2025-06-11 11:43:14.135641,42.1,64.6,3.511573319755601,30.681
2025-06-11 11:43:14.187978,15.8,64.6,3.6850636456211814,30.681
2025-06-11 11:43:14.240335,70.0,64.6,3.739440662235981,29.516
2025-06-11 11:43:14.294265,35.0,64.6,3.6983208268094114,30.153
2025-06-11 11:43:14.346592,40.0,64.6,3.4415367550855946,30.153
2025-06-11 11:43:14.398847,40.0,64.6,3.336079449519697,32.142
2025-06-11 11:43:14.451097,33.3,64.6,3.33667761498972,32.142
2025-06-11 11:43:14.503476,21.1,64.6,3.4425082435700154,30.246
2025-06-11 11:43:14.555628,31.6,64.6,3.579114099047874,30.246
2025-06-11 11:43:14.608133,36.8,64.6,3.7400966553047117,31.459
2025-06-11 11:43:14.660663,25.0,64.6,3.74655487257929,31.459
2025-06-11 11:43:14.712907,68.4,64.6,3.681557926915565,30.433
2025-06-11 11:43:14.765376,15.8,64.6,3.5333004047666225,29.966
2025-06-11 11:43:14.817738,42.9,64.6,3.620738014897816,29.966
2025-06-11 11:43:14.871833,35.0,64.6,3.6668489183757265,30.666
2025-06-11 11:43:14.924100,38.1,64.6,3.6101200020993423,30.666
2025-06-11 11:43:14.976416,50.0,64.6,3.4353449470078656,30.837
2025-06-11 11:43:15.028703,30.0,64.6,3.311916728900948,30.837
2025-06-11 11:43:15.080884,20.0,64.6,3.391684793420233,29.562
2025-06-11 11:43:15.132992,23.8,64.6,3.6336436498532887,31.086
2025-06-11 11:43:15.185583,61.9,64.7,3.857084000429606,31.086
2025-06-11 11:43:15.240381,50.0,64.9,3.787580220148014,31.086
2025-06-11 11:43:15.295172,100.0,64.9,3.751625749830979,30.293
2025-06-11 11:43:15.350011,95.5,64.9,3.7885243670845195,30.293
2025-06-11 11:43:15.406941,100.0,65.0,3.838582418123153,31.801
2025-06-11 11:43:15.460316,84.2,65.1,3.9362914832145726,31.801
2025-06-11 11:43:15.516484,52.4,65.0,3.99185563008732,30.06
2025-06-11 11:43:15.569182,81.0,65.0,3.849808194916058,30.06
2025-06-11 11:43:15.622072,75.0,65.2,3.8545236470913613,29.749
2025-06-11 11:43:15.675008,60.0,65.3,4.000676592606251,29.749
2025-06-11 11:43:15.727700,75.0,65.5,3.8172479156672954,29.858
2025-06-11 11:43:15.780425,57.1,65.9,3.7273232549424637,29.858
2025-06-11 11:43:15.833130,50.0,66.1,3.928041903926246,32.065
2025-06-11 11:43:15.885833,90.5,66.5,4.075462934235416,32.065
2025-06-11 11:43:15.939258,61.9,66.7,4.200782149183823,30.635
2025-06-11 11:43:15.991791,80.0,66.6,4.124058169268027,30.635
2025-06-11 11:43:16.047203,90.9,66.8,3.9775792129699004,30.635
2025-06-11 11:43:16.102733,100.0,66.8,3.9156485981855145,29.422
2025-06-11 11:43:16.157043,100.0,66.9,3.874279495142034,29.422
2025-06-11 11:43:16.211938,95.5,67.0,3.934703008681388,30.215
2025-06-11 11:43:16.265714,100.0,67.2,4.005313350155297,30.215
2025-06-11 11:43:16.321067,90.0,67.2,4.15192784870622,30.215
2025-06-11 11:43:16.375116,75.0,67.2,4.285067782929335,30.2
2025-06-11 11:43:16.427913,75.0,67.6,4.108940211627093,30.2
2025-06-11 11:43:16.485287,90.5,68.0,3.996895618462439,29.966
2025-06-11 11:43:16.538202,60.0,68.4,4.013695169824202,29.966
2025-06-11 11:43:16.591640,90.5,69.0,4.050882032098151,30.852
2025-06-11 11:43:16.645398,75.0,69.1,4.100322289511203,30.852
2025-06-11 11:43:16.698267,95.0,69.2,3.957719261905995,30.728
2025-06-11 11:43:16.753607,80.0,69.2,3.7859011095031354,30.728
2025-06-11 11:43:16.806067,85.7,69.2,3.7611878919440422,31.023
2025-06-11 11:43:16.858551,78.9,69.2,3.744658970869536,31.023
2025-06-11 11:43:16.914963,78.3,69.2,3.734173574168007,30.371
2025-06-11 11:43:16.967404,100.0,69.2,3.7860808207681607,30.371
2025-06-11 11:43:17.020619,90.5,69.2,3.885601692003537,31.738
2025-06-11 11:43:17.072939,75.0,69.2,3.9137500032869394,31.738
2025-06-11 11:43:17.130204,75.0,69.2,3.933702506654952,30.169
2025-06-11 11:43:17.187182,85.0,69.3,3.98026279868836,30.169
2025-06-11 11:43:17.246047,85.7,69.0,3.8688117324691165,33.324
2025-06-11 11:43:17.298613,65.0,68.9,3.5385763487453987,33.324
2025-06-11 11:43:17.350966,63.2,68.9,3.5717820020300395,29.842
2025-06-11 11:43:17.403399,52.6,68.9,3.6365002973490714,31.225
2025-06-11 11:43:17.455714,65.0,68.9,3.591696561438895,31.225
2025-06-11 11:43:17.510002,80.0,68.9,3.6129696387477748,30.588
2025-06-11 11:43:17.562628,90.5,68.9,3.691070730754201,30.588
2025-06-11 11:43:17.615081,81.0,68.9,3.7052876860523773,31.225
2025-06-11 11:43:17.667451,65.0,68.9,3.704291422490165,31.225
2025-06-11 11:43:17.719884,45.0,68.9,3.7330474350586447,30.106
2025-06-11 11:43:17.772398,95.2,68.9,3.7432557123485832,30.106
2025-06-11 11:43:17.828944,81.8,69.0,3.7256026171441055,29.718
2025-06-11 11:43:17.888967,100.0,69.0,3.768540283283545,29.718
2025-06-11 11:43:17.941414,100.0,69.0,3.8290435375231433,29.718
2025-06-11 11:43:17.993792,80.0,69.0,3.8352651541254006,30.495
2025-06-11 11:43:18.047176,81.0,69.0,3.8122731670475125,30.495
2025-06-11 11:43:18.109557,100.0,69.0,3.749882113864962,30.697
2025-06-11 11:43:18.163488,100.0,69.0,3.707472055550179,30.697
2025-06-11 11:43:18.219057,100.0,69.1,3.6987191119068354,30.697
2025-06-11 11:43:18.273026,100.0,69.1,3.690218152198458,30.075
2025-06-11 11:43:18.329946,100.0,69.1,3.694652859698266,30.075
2025-06-11 11:43:18.384988,100.0,69.1,3.699264388574076,30.075
2025-06-11 11:43:18.440900,100.0,69.1,3.711587674891378,29.982
2025-06-11 11:43:18.497939,100.0,69.1,3.7256109580764205,29.982
2025-06-11 11:43:18.556588,100.0,69.1,3.7180886606722425,30.386
2025-06-11 11:43:18.616254,100.0,69.2,3.700668206381595,30.386
2025-06-11 11:43:18.671065,100.0,69.2,3.6821480511765547,30.386
2025-06-11 11:43:18.729000,100.0,69.2,3.657251955424033,30.386
2025-06-11 11:43:18.785992,100.0,69.2,3.63276102573129,30.075
2025-06-11 11:43:18.843936,100.0,69.2,3.684893328501455,30.075
2025-06-11 11:43:18.902035,100.0,69.2,3.7467975949717296,30.075
2025-06-11 11:43:18.960949,100.0,69.2,3.787954791229294,31.801
2025-06-11 11:43:19.018373,100.0,69.2,3.815717203065075,31.801
2025-06-11 11:43:19.079102,100.0,69.2,3.845077315321197,31.801
2025-06-11 11:43:19.135083,100.0,69.2,3.7812038423897265,29.92
2025-06-11 11:43:19.197680,100.0,69.2,3.6871745053288545,29.92
2025-06-11 11:43:19.257034,100.0,69.2,3.727826561467449,29.92
2025-06-11 11:43:19.315034,100.0,69.2,3.8582646384444397,29.889
2025-06-11 11:43:19.371042,100.0,69.2,3.8940702353679555,29.889
2025-06-11 11:43:19.435089,100.0,69.2,3.9135154797227583,29.889
2025-06-11 11:43:19.492775,100.0,69.2,3.896441809454835,31.801
2025-06-11 11:43:19.555287,100.0,69.2,3.855903513450137,31.801
2025-06-11 11:43:19.619166,100.0,69.2,3.834017380069349,31.801
2025-06-11 11:43:19.673097,100.0,69.2,3.8258189375041347,30.542
2025-06-11 11:43:19.733107,100.0,69.2,3.8165015454358127,30.542
2025-06-11 11:43:19.785554,100.0,69.2,3.80805847929116,29.718
2025-06-11 11:43:19.842053,100.0,69.2,3.799456608125502,29.718
2025-06-11 11:43:19.897001,100.0,69.2,3.7948211154208313,29.718
2025-06-11 11:43:19.951091,100.0,69.2,3.7902579928990403,31.054
2025-06-11 11:43:20.014054,100.0,69.2,3.794368882009959,31.054
2025-06-11 11:43:20.070152,100.0,69.2,3.798460138196795,31.054
2025-06-11 11:43:20.126956,100.0,69.2,3.750727270459289,30.961
2025-06-11 11:43:20.184019,100.0,69.2,3.67194759295141,30.961
2025-06-11 11:43:20.237664,100.0,69.2,3.6742340084622174,30.961
2025-06-11 11:43:20.293967,100.0,69.2,3.7813024787650833,30.417
2025-06-11 11:43:20.349858,100.0,69.3,3.8611724543167374,30.417
2025-06-11 11:43:20.408506,100.0,69.3,3.865912382481462,30.091
2025-06-11 11:43:20.465397,100.0,69.3,3.867377040811986,30.091
2025-06-11 11:43:20.522020,100.0,69.3,3.843854635482691,30.091
2025-06-11 11:43:20.575958,100.0,69.3,3.821447710972528,30.246
2025-06-11 11:43:20.631009,100.0,69.3,3.74991484216661,30.246
2025-06-11 11:43:20.689139,100.0,69.3,3.6709085531866776,30.246
2025-06-11 11:43:20.742098,100.0,69.3,3.6784506689877303,30.371
2025-06-11 11:43:20.801079,100.0,69.3,3.7026699380208727,30.371
2025-06-11 11:43:20.856019,100.0,69.3,3.7319187227678263,30.262
2025-06-11 11:43:20.912088,100.0,69.3,3.765054226606266,30.262
2025-06-11 11:43:20.964528,100.0,69.3,3.7870086417115125,30.262
2025-06-11 11:43:21.019150,100.0,69.3,3.8011089939444136,31.552
2025-06-11 11:43:21.076975,100.0,69.3,3.815532873774881,31.552
2025-06-11 11:43:21.134323,100.0,69.3,3.8291024678046592,31.552
2025-06-11 11:43:21.191053,100.0,69.3,3.818412286550894,30.044
2025-06-11 11:43:21.245049,100.0,69.3,3.709217253190088,30.044
2025-06-11 11:43:21.302363,100.0,69.3,3.5933127839603065,31.023
2025-06-11 11:43:21.358165,100.0,69.3,3.5439625482507866,31.023
2025-06-11 11:43:21.413816,100.0,69.3,3.496661110845167,31.023
2025-06-11 11:43:21.468944,90.9,69.3,3.5464728396609124,29.609
2025-06-11 11:43:21.523166,100.0,69.3,3.5735979704786147,29.609
2025-06-11 11:43:21.575883,70.0,69.3,3.52494474338604,30.744
2025-06-11 11:43:21.628315,52.4,69.3,3.5502798038527565,31.023
2025-06-11 11:43:21.680541,42.1,69.3,3.6045622155725954,31.023
2025-06-11 11:43:21.732821,19.0,69.3,3.6363898759428963,30.992
2025-06-11 11:43:21.784924,63.2,69.3,3.6204883933560215,30.992
2025-06-11 11:43:21.837205,21.1,69.3,3.57,29.438
2025-06-11 11:43:21.889472,42.1,69.3,3.57,29.438
2025-06-11 11:43:21.941863,47.6,69.3,3.5731161693930273,30.464
2025-06-11 11:43:21.994332,15.8,69.3,3.579718612487356,30.464
2025-06-11 11:43:22.046756,45.0,69.3,3.4195975164974177,31.225
2025-06-11 11:43:22.098923,28.6,69.3,3.352050548355909,30.51
2025-06-11 11:43:22.151160,21.1,69.3,3.4317603054776993,30.51
2025-06-11 11:43:22.203453,20.0,69.3,3.5323851102796313,29.578
2025-06-11 11:43:22.255608,63.2,69.3,3.5719378326960856,29.578
2025-06-11 11:43:22.308196,15.0,69.3,3.489194155083627,30.542
2025-06-11 11:43:22.360485,50.0,69.3,3.4848680312927236,30.542
2025-06-11 11:43:22.412870,40.0,69.3,3.5,30.759
2025-06-11 11:43:22.465289,25.0,69.3,3.5,30.759
2025-06-11 11:43:22.517506,52.6,69.3,3.539578709529802,30.308
2025-06-11 11:43:22.569971,26.3,69.3,3.5653604197191835,30.308
2025-06-11 11:43:22.622366,68.4,69.3,3.389329505976022,31.428
2025-06-11 11:43:22.674629,38.9,69.3,3.3384847482215805,30.308
2025-06-11 11:43:22.726971,42.1,69.3,3.3925447845354766,30.308
2025-06-11 11:43:22.779178,14.3,69.3,3.6452069507759264,31.365
2025-06-11 11:43:22.831372,65.0,69.3,3.7286166667667384,31.365
2025-06-11 11:43:22.883889,20.0,69.3,3.617759311185431,30.588
2025-06-11 11:43:22.936546,38.1,69.3,3.638457743389557,30.588
2025-06-11 11:43:22.989942,57.1,69.3,3.6847542395146387,29.516
2025-06-11 11:43:23.046045,100.0,69.3,3.733138466157844,29.516
2025-06-11 11:43:23.102275,95.7,69.3,3.7519528839541434,31.008
2025-06-11 11:43:23.158244,75.0,69.3,3.6770663265978274,31.008
2025-06-11 11:43:23.210485,63.2,69.2,3.542343179893405,29.935
2025-06-11 11:43:23.262636,30.0,69.2,3.3347923817043736,29.935
2025-06-11 11:43:23.314925,21.1,69.2,3.31382049185934,30.029
2025-06-11 11:43:23.367126,31.6,69.2,3.4042408556016728,30.029
2025-06-11 11:43:23.421171,30.0,69.2,3.633964774829393,31.257
2025-06-11 11:43:23.473460,21.1,69.2,3.591132872296074,31.257
2025-06-11 11:43:23.525669,55.0,69.2,3.54,31.801
2025-06-11 11:43:23.578465,14.3,69.2,3.54,29.795
2025-06-11 11:43:23.630748,50.0,69.2,3.661865839414225,29.795
2025-06-11 11:43:23.682961,42.1,69.2,3.750405187605436,29.516
2025-06-11 11:43:23.735261,26.3,69.2,3.622284753883492,29.516
2025-06-11 11:43:23.787586,42.1,69.2,3.472178240580386,29.64
2025-06-11 11:43:23.839814,25.0,69.2,3.3277769756153166,29.64
2025-06-11 11:43:23.892023,45.0,69.2,3.308403928907296,30.308
2025-06-11 11:43:23.944149,21.1,69.2,3.4760510146552464,30.308
2025-06-11 11:43:23.998108,45.0,69.2,3.7712764355954835,29.966
2025-06-11 11:43:24.050486,47.6,69.2,3.6222401359718344,30.992
2025-06-11 11:43:24.102570,57.9,69.2,3.5837020794656387,30.992
2025-06-11 11:43:24.154922,23.8,69.0,3.682398673105942,31.816
2025-06-11 11:43:24.207188,42.1,69.0,3.6724845759828453,31.816
2025-06-11 11:43:24.260570,65.0,69.0,3.639204110348091,30.728
2025-06-11 11:43:24.312853,33.3,69.1,3.581985786239486,30.728
2025-06-11 11:43:24.365387,50.0,69.1,3.471607791876554,30.697
2025-06-11 11:43:24.417820,26.3,69.1,3.366500354269339,30.697
2025-06-11 11:43:24.470250,45.0,69.1,3.314904882618759,31.381
2025-06-11 11:43:24.522445,20.0,69.1,3.3600307269165235,30.433
2025-06-11 11:43:24.574538,52.4,69.1,3.437720645322804,30.433
2025-06-11 11:43:24.627459,10.0,69.1,3.483577130398684,29.438
2025-06-11 11:43:24.679682,52.6,69.1,3.553562941075765,29.438
2025-06-11 11:43:24.731953,35.0,69.1,3.6317637582628084,30.184
2025-06-11 11:43:24.784100,25.0,69.1,3.650953885286313,30.184
2025-06-11 11:43:24.836311,52.6,69.1,3.66,29.904
2025-06-11 11:43:24.888629,30.0,69.1,3.66,29.904
2025-06-11 11:43:24.940882,45.0,69.1,3.5335329051487236,30.744
2025-06-11 11:43:24.993325,35.0,69.1,3.4120878784821618,31.816
2025-06-11 11:43:25.045688,45.0,69.1,3.3024610641007857,31.816
2025-06-11 11:43:25.097869,20.0,69.1,3.29,29.112
2025-06-11 11:43:25.150023,35.0,69.1,3.3563257266876594,29.112
2025-06-11 11:43:25.202831,23.8,69.1,3.5374768852479583,29.516
2025-06-11 11:43:25.255842,40.0,69.1,3.559034976849762,29.516
2025-06-11 11:43:25.308055,45.0,69.1,3.560068534410708,29.873
2025-06-11 11:43:25.360538,15.0,69.1,3.5923979789760523,29.873
2025-06-11 11:43:25.412976,75.0,69.1,3.673271469025224,28.63
2025-06-11 11:43:25.466602,52.4,69.1,3.7158805942142297,30.324
2025-06-11 11:43:25.518893,31.6,69.1,3.5625643158717746,30.324
2025-06-11 11:43:25.571273,35.0,69.1,3.4378101590947816,31.132
2025-06-11 11:43:25.623484,30.0,69.1,3.34,31.132
2025-06-11 11:43:25.675734,20.0,69.1,3.34,30.091
2025-06-11 11:43:25.727832,38.1,69.1,3.433406170352515,30.091
2025-06-11 11:43:25.780062,36.8,69.1,3.5895507657293977,29.842
2025-06-11 11:43:25.832378,15.8,69.1,3.570063286310958,30.277
2025-06-11 11:43:25.884549,57.9,69.1,3.6407317265852863,30.277
2025-06-11 11:43:25.937008,25.0,69.1,3.8090916617423534,29.049
2025-06-11 11:43:25.989657,70.0,69.1,3.6903372363043703,29.049
2025-06-11 11:43:26.041952,45.0,69.1,3.5932518661555752,29.998
2025-06-11 11:43:26.094141,33.3,69.1,3.573666791557387,29.998
2025-06-11 11:43:26.146376,45.0,69.1,3.512435222371904,30.526
2025-06-11 11:43:26.198651,30.0,69.1,3.4377548462351455,30.526
2025-06-11 11:43:26.250927,23.8,69.1,3.3522158314644397,31.505
2025-06-11 11:43:26.303079,21.1,69.1,3.4597152504112945,30.806
2025-06-11 11:43:26.355293,50.0,69.1,3.6,30.806
2025-06-11 11:43:26.407654,10.0,69.1,3.6,30.806
2025-06-11 11:43:26.460016,23.8,69.1,3.6,30.806
